"Story","Title","Result","Date","Stability","Duration (s)"
"Conversor de Tasas de interes","Validar que el cliente pueda realizar la Convercion de tasa nominal a efectiva","IGNORED","2021-07-16T17:12:22.3430372-05:00[America/Bogota]","0.0","0.17"
