"Story","Title","Result","Date","Stability","Duration (s)"
"Conversor de Tasas de interes","Validar que el cliente pueda realizar la Convercion de tasa nominal a efectiva","ERROR","2021-07-16T18:25:57.4129232-05:00[America/Bogota]","0.0","16.61"
